areaCode,areaName,areaType,date,capacityPillarOneTwo,cumAdmissions,cumCasesBySpecimenDate,cumDailyNsoDeathsByDeathDate,cumDeaths28DaysByDeathDate
K02000001,United Kingdom,overview,14/10/2020,345135,154011,707238,60115,43645
K02000001,United Kingdom,overview,13/10/2020,344426,153023,687550,59992,43529
K02000001,United Kingdom,overview,12/10/2020,344159,151992,668674,59873,43418
K02000001,United Kingdom,overview,11/10/2020,309921,151102,649255,59753,43305
K02000001,United Kingdom,overview,10/10/2020,308630,150278,637201,59625,43181
K02000001,United Kingdom,overview,09/10/2020,306630,149554,624703,59518,43077
K02000001,United Kingdom,overview,08/10/2020,313399,148846,608990,59422,42998
K02000001,United Kingdom,overview,07/10/2020,303164,148132,590764,59325,42905
K02000001,United Kingdom,overview,06/10/2020,303070,147438,572458,59215,42803
K02000001,United Kingdom,overview,05/10/2020,302587,146714,555415,59131,42732
K02000001,United Kingdom,overview,04/10/2020,298547,146084,538876,59063,42660
K02000001,United Kingdom,overview,03/10/2020,295497,145452,527083,59000,42600
K02000001,United Kingdom,overview,02/10/2020,297149,144919,515561,58930,42533
K02000001,United Kingdom,overview,01/10/2020,296699,144390,501878,58856,42464
K02000001,United Kingdom,overview,30/09/2020,310993,143861,488693,58785,42398
K02000001,United Kingdom,overview,29/09/2020,288899,143409,476140,58724,42341
K02000001,United Kingdom,overview,28/09/2020,287690,142967,465916,58676,42293
K02000001,United Kingdom,overview,27/09/2020,268815,142522,455999,58621,42239
K02000001,United Kingdom,overview,26/09/2020,270097,142179,449030,58565,42192
K02000001,United Kingdom,overview,25/09/2020,270921,141827,442286,58518,42153
K02000001,United Kingdom,overview,24/09/2020,270965,141445,435050,58478,42121
K02000001,United Kingdom,overview,23/09/2020,263971,141020,427454,58444,42086
K02000001,United Kingdom,overview,22/09/2020,258877,140596,420405,58386,42029
K02000001,United Kingdom,overview,21/09/2020,263689,140244,414008,58347,41990
K02000001,United Kingdom,overview,20/09/2020,257377,139872,408411,58317,41963
K02000001,United Kingdom,overview,19/09/2020,255570,139583,403097,58277,41931
K02000001,United Kingdom,overview,18/09/2020,255949,139322,398252,58252,41911
K02000001,United Kingdom,overview,17/09/2020,253521,139059,393299,58222,41887
K02000001,United Kingdom,overview,16/09/2020,252911,138794,388680,58184,41860
K02000001,United Kingdom,overview,15/09/2020,242911,138509,384334,58153,41834
K02000001,United Kingdom,overview,14/09/2020,242817,138239,380796,58127,41816
K02000001,United Kingdom,overview,13/09/2020,231921,137981,377416,58106,41795
K02000001,United Kingdom,overview,12/09/2020,232015,137755,375287,58086,41779
K02000001,United Kingdom,overview,11/09/2020,234857,137537,372632,58063,41761
K02000001,United Kingdom,overview,10/09/2020,234817,137307,369346,58043,41748
K02000001,United Kingdom,overview,09/09/2020,243817,137088,365770,58027,41735
K02000001,United Kingdom,overview,08/09/2020,243817,136885,362443,58013,41726
K02000001,United Kingdom,overview,07/09/2020,238763,136699,359140,57997,41717
K02000001,United Kingdom,overview,06/09/2020,226773,136553,355284,57973,41702
K02000001,United Kingdom,overview,05/09/2020,221867,136414,352844,57960,41694
K02000001,United Kingdom,overview,04/09/2020,221149,136284,350304,57946,41681
K02000001,United Kingdom,overview,03/09/2020,221337,136129,347268,57931,41674
K02000001,United Kingdom,overview,02/09/2020,238837,135983,344174,57922,41664
K02000001,United Kingdom,overview,01/09/2020,238837,135836,341182,57907,41655
K02000001,United Kingdom,overview,31/08/2020,239222,135702,338933,57896,41652
K02000001,United Kingdom,overview,30/08/2020,217768,135611,337432,57878,41643
K02000001,United Kingdom,overview,29/08/2020,217902,135533,336273,57867,41637
K02000001,United Kingdom,overview,28/08/2020,221034,135423,335051,57859,41632
K02000001,United Kingdom,overview,27/08/2020,221059,135286,333429,57847,41622
K02000001,United Kingdom,overview,26/08/2020,221059,135134,331878,57835,41614
K02000001,United Kingdom,overview,25/08/2020,218059,135002,330527,57819,41603
K02000001,United Kingdom,overview,24/08/2020,217965,134880,329282,57797,41591
K02000001,United Kingdom,overview,23/08/2020,199793,134787,328009,57787,41585
K02000001,United Kingdom,overview,22/08/2020,199887,134713,327185,57770,41571
K02000001,United Kingdom,overview,21/08/2020,210065,134641,326362,57758,41563
K02000001,United Kingdom,overview,20/08/2020,210079,134532,325165,57748,41556
K02000001,United Kingdom,overview,19/08/2020,208079,134434,323706,57732,41548
K02000001,United Kingdom,overview,18/08/2020,203402,134317,322465,57719,41545
K02000001,United Kingdom,overview,17/08/2020,203308,134186,321383,57704,41536
K02000001,United Kingdom,overview,16/08/2020,204986,134088,320105,57683,41524
K02000001,United Kingdom,overview,15/08/2020,203227,134008,319507,57668,41520
K02000001,United Kingdom,overview,14/08/2020,204942,133909,318813,57645,41508
K02000001,United Kingdom,overview,13/08/2020,207046,133806,317652,57627,41501
K02000001,United Kingdom,overview,12/08/2020,210046,133676,316513,57604,41492
K02000001,United Kingdom,overview,11/08/2020,210046,133575,315308,57580,41485
K02000001,United Kingdom,overview,10/08/2020,209952,133461,313968,57560,41475
K02000001,United Kingdom,overview,09/08/2020,206989,133374,312500,57535,41462
K02000001,United Kingdom,overview,08/08/2020,205227,133267,311886,57516,41454
K02000001,United Kingdom,overview,07/08/2020,207942,133126,311190,57494,41440
K02000001,United Kingdom,overview,06/08/2020,210631,133010,310247,57470,41428
K02000001,United Kingdom,overview,05/08/2020,208631,132908,309167,57449,41419
K02000001,United Kingdom,overview,04/08/2020,208631,132767,308110,57436,41413
K02000001,United Kingdom,overview,03/08/2020,208497,132639,307092,57409,41399
K02000001,United Kingdom,overview,02/08/2020,208313,132529,306055,57386,41384
K02000001,United Kingdom,overview,01/08/2020,206212,132434,305500,57369,41374
K02000001,United Kingdom,overview,31/07/2020,215057,132307,304958,57349,41363
K02000001,United Kingdom,overview,30/07/2020,211803,132192,304282,57318,41349
K02000001,United Kingdom,overview,29/07/2020,211803,132060,303357,57301,41339
K02000001,United Kingdom,overview,28/07/2020,211803,131927,302320,57273,41327
K02000001,United Kingdom,overview,27/07/2020,209709,131808,301479,57247,41315
K02000001,United Kingdom,overview,26/07/2020,208485,131678,300622,57229,41304
K02000001,United Kingdom,overview,25/07/2020,206702,131569,300064,57197,41288
K02000001,United Kingdom,overview,24/07/2020,209547,131450,299541,57174,41272
K02000001,United Kingdom,overview,23/07/2020,206426,131292,298769,57155,41265
K02000001,United Kingdom,overview,22/07/2020,206426,131092,297973,57119,41249
K02000001,United Kingdom,overview,21/07/2020,206426,130934,297179,57085,41232
K02000001,United Kingdom,overview,20/07/2020,206332,130807,296398,57054,41212
K02000001,United Kingdom,overview,19/07/2020,197729,130677,295586,57023,41200
K02000001,United Kingdom,overview,18/07/2020,196351,130551,295143,56999,41186
K02000001,United Kingdom,overview,17/07/2020,198606,130446,294646,56968,41172
K02000001,United Kingdom,overview,16/07/2020,203277,130302,294066,56934,41154
K02000001,United Kingdom,overview,15/07/2020,221270,130135,293361,56913,41141
K02000001,United Kingdom,overview,14/07/2020,219770,129969,292587,56872,41121
K02000001,United Kingdom,overview,13/07/2020,213655,129782,291895,56830,41100
K02000001,United Kingdom,overview,12/07/2020,211526,129593,291161,56785,41076
K02000001,United Kingdom,overview,11/07/2020,209001,129479,290792,56753,41063
K02000001,United Kingdom,overview,10/07/2020,211134,129302,290346,56715,41042
K02000001,United Kingdom,overview,09/07/2020,215683,129127,289783,56671,41021
K02000001,United Kingdom,overview,08/07/2020,210683,128912,289064,56610,40984
K02000001,United Kingdom,overview,07/07/2020,213683,128704,288362,56563,40960
K02000001,United Kingdom,overview,06/07/2020,212589,128489,287758,56520,40933
K02000001,United Kingdom,overview,05/07/2020,199593,128284,287054,56466,40898
K02000001,United Kingdom,overview,04/07/2020,198001,128088,286498,56414,40871
K02000001,United Kingdom,overview,03/07/2020,200134,127885,286097,56362,40838
K02000001,United Kingdom,overview,02/07/2020,202495,127671,285523,56314,40809
K02000001,United Kingdom,overview,01/07/2020,201919,127454,284914,56253,40766
K02000001,United Kingdom,overview,30/06/2020,201919,127185,284256,56199,40739
K02000001,United Kingdom,overview,29/06/2020,205635,126889,283639,56118,40692
K02000001,United Kingdom,overview,28/06/2020,202838,126668,282911,56049,40653
K02000001,United Kingdom,overview,27/06/2020,199026,126460,282465,55978,40608
K02000001,United Kingdom,overview,26/06/2020,201729,126173,281813,55905,40559
K02000001,United Kingdom,overview,25/06/2020,201541,125834,281144,55826,40518
K02000001,United Kingdom,overview,24/06/2020,200983,125509,280424,55718,40450
K02000001,United Kingdom,overview,23/06/2020,200999,125141,279649,55617,40376
K02000001,United Kingdom,overview,22/06/2020,203022,124778,278761,55520,40312
K02000001,United Kingdom,overview,21/06/2020,201078,124383,277867,55437,40248
K02000001,United Kingdom,overview,20/06/2020,201172,124095,277230,55357,40194
K02000001,United Kingdom,overview,19/06/2020,199216,123838,276544,55270,40134
K02000001,United Kingdom,overview,18/06/2020,198609,123502,275549,55182,40082
K02000001,United Kingdom,overview,17/06/2020,198609,123097,274523,55092,40021
K02000001,United Kingdom,overview,16/06/2020,198609,122664,273511,54987,39962
K02000001,United Kingdom,overview,15/06/2020,202327,122208,272408,54867,39878
K02000001,United Kingdom,overview,14/06/2020,200120,121768,271367,54760,39808
K02000001,United Kingdom,overview,13/06/2020,200214,121404,270548,54624,39722
K02000001,United Kingdom,overview,12/06/2020,188234,121018,269661,54523,39660
K02000001,United Kingdom,overview,11/06/2020,188704,120624,268602,54388,39580
K02000001,United Kingdom,overview,10/06/2020,187704,120178,267592,54267,39500
K02000001,United Kingdom,overview,09/06/2020,187704,119666,266400,54101,39391
K02000001,United Kingdom,overview,08/06/2020,184742,119173,265246,53964,39301
K02000001,United Kingdom,overview,07/06/2020,186455,118761,264150,53803,39176
K02000001,United Kingdom,overview,06/06/2020,186549,118353,263428,53640,39048
K02000001,United Kingdom,overview,05/06/2020,188912,117946,262622,53489,38938
K02000001,United Kingdom,overview,04/06/2020,179536,117471,261497,53305,38815
K02000001,United Kingdom,overview,03/06/2020,179307,116905,260246,53122,38681
K02000001,United Kingdom,overview,02/06/2020,179307,116271,258888,52919,38526
K02000001,United Kingdom,overview,01/06/2020,179213,115603,257403,52686,38358
K02000001,United Kingdom,overview,31/05/2020,166540,114999,255964,52487,38223
K02000001,United Kingdom,overview,30/05/2020,164634,114470,254883,52292,38097
K02000001,United Kingdom,overview,29/05/2020,165443,113902,253765,52073,37934
K02000001,United Kingdom,overview,28/05/2020,163255,113288,252238,51819,37748
K02000001,United Kingdom,overview,27/05/2020,161164,112585,250484,51531,37531
K02000001,United Kingdom,overview,26/05/2020,160164,111873,248659,51249,37334
K02000001,United Kingdom,overview,25/05/2020,143070,111175,246601,50949,37120
K02000001,United Kingdom,overview,24/05/2020,128853,110573,244986,50670,36920
K02000001,United Kingdom,overview,23/05/2020,123691,109986,243622,50389,36724
K02000001,United Kingdom,overview,22/05/2020,125421,109343,242095,50105,36504
K02000001,United Kingdom,overview,21/05/2020,127612,108603,240043,49805,36281
K02000001,United Kingdom,overview,20/05/2020,124855,107762,237478,49463,36043
K02000001,United Kingdom,overview,19/05/2020,118867,106911,234777,49110,35775
K02000001,United Kingdom,overview,18/05/2020,116867,106030,231727,48738,35500
K02000001,United Kingdom,overview,17/05/2020,118822,105180,229152,48331,35207
K02000001,United Kingdom,overview,16/05/2020,117822,104387,227318,47954,34940
K02000001,United Kingdom,overview,15/05/2020,128203,103574,225244,47535,34626
K02000001,United Kingdom,overview,14/05/2020,127498,102703,222719,47114,34312
K02000001,United Kingdom,overview,13/05/2020,125400,101794,220097,46649,33978
K02000001,United Kingdom,overview,12/05/2020,116982,100828,216788,46195,33661
K02000001,United Kingdom,overview,11/05/2020,109670,99845,213400,45754,33340
K02000001,United Kingdom,overview,10/05/2020,107356,98816,209826,45326,33031
K02000001,United Kingdom,overview,09/05/2020,95106,97900,207504,44832,32683
K02000001,United Kingdom,overview,08/05/2020,89170,96956,205339,44293,32305
K02000001,United Kingdom,overview,07/05/2020,101321,96046,202277,43724,31922
K02000001,United Kingdom,overview,06/05/2020,99921,94880,198506,43093,31461
K02000001,United Kingdom,overview,05/05/2020,99454,93674,194687,42466,31002
K02000001,United Kingdom,overview,04/05/2020,93248,92528,191021,41824,30537
K02000001,United Kingdom,overview,03/05/2020,107108,91279,187631,41148,30053
K02000001,United Kingdom,overview,02/05/2020,107024,90091,184642,40486,29603
K02000001,United Kingdom,overview,01/05/2020,120979,88911,181411,39781,29109
K02000001,United Kingdom,overview,30/04/2020,121715,87648,176678,38995,28541
K02000001,United Kingdom,overview,29/04/2020,85865,86207,171723,38215,27990
K02000001,United Kingdom,overview,28/04/2020,76665,84719,166302,37398,27418
K02000001,United Kingdom,overview,27/04/2020,72700,83201,161590,36597,26857
K02000001,United Kingdom,overview,26/04/2020,51762,81663,156885,35731,26263
K02000001,United Kingdom,overview,25/04/2020,53392,80308,153415,34837,25630
K02000001,United Kingdom,overview,24/04/2020,49362,79055,149673,33918,24983
K02000001,United Kingdom,overview,23/04/2020,53367,77529,144724,32913,24300
K02000001,United Kingdom,overview,22/04/2020,50621,76015,139582,31875,23622
K02000001,United Kingdom,overview,21/04/2020,47773,74486,134102,30773,22891
K02000001,United Kingdom,overview,20/04/2020,40898,72774,129340,29688,22146
K02000001,United Kingdom,overview,19/04/2020,39898,71040,124925,28528,21363
K02000001,United Kingdom,overview,18/04/2020,35898,69383,121073,27406,20594
K02000001,United Kingdom,overview,17/04/2020,34308,67754,116372,26217,19794
K02000001,United Kingdom,overview,16/04/2020,38608,65787,111440,24945,18975
K02000001,United Kingdom,overview,15/04/2020,38266,63776,106170,23623,18131
K02000001,United Kingdom,overview,14/04/2020,35071,61896,101131,22347,17253
K02000001,United Kingdom,overview,13/04/2020,32671,59808,96834,21093,16396
K02000001,United Kingdom,overview,12/04/2020,27447,57646,92667,19861,15500
K02000001,United Kingdom,overview,11/04/2020,27447,55580,89189,18483,14541
K02000001,United Kingdom,overview,10/04/2020,26057,53417,85637,17118,13585
K02000001,United Kingdom,overview,09/04/2020,26557,50954,81326,15799,12641
K02000001,United Kingdom,overview,08/04/2020,24469,48325,76474,14424,11640
K02000001,United Kingdom,overview,07/04/2020,18149,45358,71359,12963,10564
K02000001,United Kingdom,overview,06/04/2020,18049,42208,65928,11670,9565
K02000001,United Kingdom,overview,05/04/2020,15699,39162,60667,10500,8670
K02000001,United Kingdom,overview,04/04/2020,15699,36245,57085,9280,7753
K02000001,United Kingdom,overview,03/04/2020,15499,33323,53078,8133,6847
K02000001,United Kingdom,overview,02/04/2020,15499,30393,48187,7072,6007
K02000001,United Kingdom,overview,01/04/2020,15499,27107,43331,6065,5201
K02000001,United Kingdom,overview,31/03/2020,15499,23540,38400,5141,4432
K02000001,United Kingdom,overview,30/03/2020,12799,20708,33885,4310,3771
K02000001,United Kingdom,overview,29/03/2020,12799,17516,29626,3599,3180
K02000001,United Kingdom,overview,28/03/2020,10949,15027,26774,3013,2674
K02000001,United Kingdom,overview,27/03/2020,10949,12835,23958,2497,2238
K02000001,United Kingdom,overview,26/03/2020,10949,10608,20772,2034,1840
K02000001,United Kingdom,overview,25/03/2020,10949,8681,17691,1621,1478
K02000001,United Kingdom,overview,24/03/2020,10949,6596,15004,1284,1175
K02000001,United Kingdom,overview,23/03/2020,10949,4879,12634,1021,938
K02000001,United Kingdom,overview,22/03/2020,10949,,10312,813,752
K02000001,United Kingdom,overview,21/03/2020,6127,,8939,630,588
K02000001,United Kingdom,overview,20/03/2020,6127,,7746,486,458
K02000001,United Kingdom,overview,19/03/2020,,,6487,368,349
K02000001,United Kingdom,overview,18/03/2020,,,5438,289,275
K02000001,United Kingdom,overview,17/03/2020,,,4446,216,207
K02000001,United Kingdom,overview,16/03/2020,,,3659,158,155
K02000001,United Kingdom,overview,15/03/2020,,,3058,107,108
K02000001,United Kingdom,overview,14/03/2020,,,2617,76,76
K02000001,United Kingdom,overview,13/03/2020,,,2255,55,54
K02000001,United Kingdom,overview,12/03/2020,,,1775,39,38
K02000001,United Kingdom,overview,11/03/2020,,,1293,26,25
K02000001,United Kingdom,overview,10/03/2020,,,890,19,17
K02000001,United Kingdom,overview,09/03/2020,,,624,16,14
K02000001,United Kingdom,overview,08/03/2020,,,477,11,9
K02000001,United Kingdom,overview,07/03/2020,,,420,9,6
K02000001,United Kingdom,overview,06/03/2020,,,353,9,6
K02000001,United Kingdom,overview,05/03/2020,,,272,7,6
K02000001,United Kingdom,overview,04/03/2020,,,222,5,3
K02000001,United Kingdom,overview,03/03/2020,,,166,4,3
K02000001,United Kingdom,overview,02/03/2020,,,109,4,1
K02000001,United Kingdom,overview,01/03/2020,,,70,3,
K02000001,United Kingdom,overview,29/02/2020,,,48,3,
K02000001,United Kingdom,overview,28/02/2020,,,43,3,
K02000001,United Kingdom,overview,27/02/2020,,,30,3,
K02000001,United Kingdom,overview,26/02/2020,,,22,3,
K02000001,United Kingdom,overview,25/02/2020,,,18,3,
K02000001,United Kingdom,overview,24/02/2020,,,13,3,
K02000001,United Kingdom,overview,23/02/2020,,,11,3,
K02000001,United Kingdom,overview,22/02/2020,,,10,3,
K02000001,United Kingdom,overview,21/02/2020,,,10,2,
K02000001,United Kingdom,overview,20/02/2020,,,9,2,
K02000001,United Kingdom,overview,19/02/2020,,,9,2,
K02000001,United Kingdom,overview,18/02/2020,,,9,2,
K02000001,United Kingdom,overview,17/02/2020,,,9,2,
K02000001,United Kingdom,overview,16/02/2020,,,9,2,
K02000001,United Kingdom,overview,15/02/2020,,,9,2,
K02000001,United Kingdom,overview,14/02/2020,,,9,2,
K02000001,United Kingdom,overview,13/02/2020,,,9,2,
K02000001,United Kingdom,overview,12/02/2020,,,9,2,
K02000001,United Kingdom,overview,11/02/2020,,,9,2,
K02000001,United Kingdom,overview,10/02/2020,,,8,2,
K02000001,United Kingdom,overview,09/02/2020,,,8,2,
K02000001,United Kingdom,overview,08/02/2020,,,7,2,
K02000001,United Kingdom,overview,07/02/2020,,,3,2,
K02000001,United Kingdom,overview,06/02/2020,,,3,2,
K02000001,United Kingdom,overview,05/02/2020,,,3,2,
K02000001,United Kingdom,overview,04/02/2020,,,2,2,
K02000001,United Kingdom,overview,03/02/2020,,,2,2,
K02000001,United Kingdom,overview,02/02/2020,,,2,2,
K02000001,United Kingdom,overview,01/02/2020,,,2,1,
K02000001,United Kingdom,overview,31/01/2020,,,2,1,
K02000001,United Kingdom,overview,30/01/2020,,,2,1,
