areaType,areaName,areaCode,date,newDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDate
overview,United Kingdom,K02000001,2020-04-18,1105,18047
overview,United Kingdom,K02000001,2020-04-17,913,16942
overview,United Kingdom,K02000001,2020-04-16,1036,16029
overview,United Kingdom,K02000001,2020-04-15,880,14993
overview,United Kingdom,K02000001,2020-04-14,1076,14113
overview,United Kingdom,K02000001,2020-04-13,724,13037
overview,United Kingdom,K02000001,2020-04-12,657,12313
overview,United Kingdom,K02000001,2020-04-11,843,11656
overview,United Kingdom,K02000001,2020-04-10,1122,10813
overview,United Kingdom,K02000001,2020-04-09,1116,9691
overview,United Kingdom,K02000001,2020-04-08,1030,8575
overview,United Kingdom,K02000001,2020-04-07,1105,7545
overview,United Kingdom,K02000001,2020-04-06,567,6440
overview,United Kingdom,K02000001,2020-04-05,599,5873
overview,United Kingdom,K02000001,2020-04-04,756,5274
overview,United Kingdom,K02000001,2020-04-03,736,4518
overview,United Kingdom,K02000001,2020-04-02,657,3782
overview,United Kingdom,K02000001,2020-04-01,672,3125
overview,United Kingdom,K02000001,2020-03-31,403,2453
overview,United Kingdom,K02000001,2020-03-30,374,2050
overview,United Kingdom,K02000001,2020-03-29,212,1676
overview,United Kingdom,K02000001,2020-03-28,292,1464
overview,United Kingdom,K02000001,2020-03-27,288,1172
overview,United Kingdom,K02000001,2020-03-26,181,884
overview,United Kingdom,K02000001,2020-03-25,191,703
overview,United Kingdom,K02000001,2020-03-24,148,512
overview,United Kingdom,K02000001,2020-03-23,76,364
overview,United Kingdom,K02000001,2020-03-22,36,288
overview,United Kingdom,K02000001,2020-03-21,58,252
overview,United Kingdom,K02000001,2020-03-20,32,194
overview,United Kingdom,K02000001,2020-03-19,45,162
overview,United Kingdom,K02000001,2020-03-18,34,116
overview,United Kingdom,K02000001,2020-03-17,16,82
overview,United Kingdom,K02000001,2020-03-16,22,65
overview,United Kingdom,K02000001,2020-03-15,14,43
overview,United Kingdom,K02000001,2020-03-14,18,29
overview,United Kingdom,K02000001,2020-03-13,1,10
overview,United Kingdom,K02000001,2020-03-12,2,9
overview,United Kingdom,K02000001,2020-03-11,0,7
overview,United Kingdom,K02000001,2020-03-10,4,7
overview,United Kingdom,K02000001,2020-03-09,1,3
overview,United Kingdom,K02000001,2020-03-08,0,2
overview,United Kingdom,K02000001,2020-03-07,1,2
overview,United Kingdom,K02000001,2020-03-06,1,1
